cardId,name,cardSet,type,rarity,mechanics_list,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,locale
EX1_531e,Well Fed,Classic,Enchantment,,None,0,Hunter,,,,,,,,Increased Attack and Health.,,enUS
EX1_603e,Whipped Into Shape,Classic,Enchantment,,None,0,Warrior,,,,,,,,+2 Attack.,,enUS
EX1_621,Circle of Healing,Classic,Spell,Common,None,0,Priest,,0,,,True,,Daarken,Restore #4 Health to ALL_minions.,It isn't really a circle.,enUS
EX1_596e,Demonfire,Classic,Enchantment,Common,None,0,Warlock,Neutral,0,,,,,,This Demon has +2/+2.,,enUS
DREAM_04,Dream,Classic,Spell,,None,0,Dream,,0,,,,,,Return a minion to its owner's hand.,,enUS
EX1_607,Inner Rage,Classic,Spell,Common,None,0,Warrior,Neutral,0,,,True,,Slawomir Maniak,Deal $1 damage to a minion and give it +2_Attack.,They're only smiling on the outside.,enUS
EX1_323h,Lord Jaraxxus,Classic,Hero,Legendary,None,0,Warlock,Neutral,0,15,0,,Demon,,,,enUS
DREAM_05,Nightmare,Classic,Spell,,None,0,Dream,,0,,,,,,"Give a minion +5/+5. At the start of your next turn, destroy it.",,enUS
EX1_145,Preparation,Classic,Spell,Epic,None,0,Rogue,Neutral,0,,,True,,Clint Langley,The next spell you cast this turn costs (2) less.,"""Be Prepared"" - Rogue Motto",enUS
EX1_345t,Shadow of Nothing,Classic,Minion,Epic,None,0,Priest,,0,1,0,,,,Mindgames whiffed! Your opponent had no minions!,,enUS
EX1_144,Shadowstep,Classic,Spell,Common,None,0,Rogue,Neutral,0,,,True,,Graven Tung,Return a friendly minion to your hand. It_costs (2) less.,Rogue dance troops will sometimes Shadowstep away at the end of a performance.  Crowds love it.,enUS
EX1_332,Silence,Classic,Spell,Common,Silence,1,Priest,Neutral,0,,,True,,Zoltan & Gabor,<b>Silence</b> a minion.,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",enUS
CS2_231,Wisp,Classic,Minion,Common,None,0,Neutral,Neutral,0,1,1,True,,Malcolm Davis,,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",enUS
CS2_188,Abusive Sergeant,Classic,Minion,Common,Battlecry,1,Neutral,Alliance,1,1,1,True,,Luca Zontini,<b>Battlecry:</b> Give a minion +2_Attack this turn.,"ADD ME TO YOUR DECK, MAGGOT!",enUS
EX1_009,Angry Chicken,Classic,Minion,Rare,None,0,Neutral,,1,1,1,True,Beast,Mike Sass,Has +5 Attack while damaged.,There is no beast more frightening (or ridiculous) than a fully enraged chicken.,enUS
EX1_008,Argent Squire,Classic,Minion,Common,Divine Shield,1,Neutral,Alliance,1,1,1,True,,Zoltan & Gabor,<b>Divine Shield</b>,"""I solemnly swear to uphold the Light, purge the world of darkness, and to eat only burritos."" - The Argent Dawn Oath",enUS
EX1_014t,Bananas,Classic,Spell,,None,0,Neutral,,1,,,,,,Give a minion +1/+1.,,enUS
EX1_398t,Battle Axe,Classic,Weapon,,None,0,Warrior,,1,,2,,,,,,enUS
EX1_549,Bestial Wrath,Classic,Spell,Epic,None,0,Hunter,Neutral,1,,,True,,Alex Horley Orlandelli,Give a friendly Beast +2 Attack and <b>Immune</b> this turn.,"The seething wrath is just beneath the surface.  Beneath that is wild abandon, followed by slight annoyance.",enUS
EX1_363,Blessing of Wisdom,Classic,Spell,Common,None,0,Paladin,,1,,,True,,Chippy,"Choose a minion. Whenever it attacks, draw a card.",Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,enUS
CS2_059,Blood Imp,Classic,Minion,Common,Stealth,1,Warlock,Neutral,1,1,0,True,Demon,Bernie Kang,"[x]  <b>Stealth</b>. At the end of your  \nturn, give another random\n friendly minion +1 Health.",Imps are content to hide and viciously taunt everyone nearby.,enUS
NEW1_025,Bloodsail Corsair,Classic,Minion,Rare,Battlecry,1,Neutral,,1,2,1,True,Pirate,Randy Gallegos,[x]<b>Battlecry:</b> Remove\n1 Durability from your\nopponent's weapon.,"Every pirate uses the same four digits to access Automated Gold Dispensers.  It's called the ""Pirate's Code"".",enUS
EX1_181,Call of the Void,Classic,Spell,Common,None,0,Warlock,,1,,,True,,Arthur Gimaldinov,Add a random Demon to your hand.,"""Marco!""\n""Polo!""\n""Marco!""\n""Who dares summon me?!""",enUS
skele21,Damaged Golem,Classic,Minion,,None,0,Neutral,Neutral,1,1,2,,Mech,,,,enUS
EX1_130a,Defender,Classic,Minion,,None,0,Paladin,Neutral,1,1,2,,,,,,enUS
EX1_131t,Defias Bandit,Classic,Minion,,None,0,Rogue,Neutral,1,1,2,,,,,,enUS
EX1_243,Dust Devil,Classic,Minion,Common,Overload#Windfury,2,Shaman,Neutral,1,1,3,True,Elemental,Raymond Swanland,<b>Windfury</b>. <b>Overload:</b> (2),Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,enUS
EX1_245,Earth Shock,Classic,Spell,Common,Silence,1,Shaman,Neutral,1,,,True,,Kevin Chen,"<b>Silence</b> a minion, then deal $1 damage to it.","Earth Shock? Shouldn't it be ""Azeroth Shock""?",enUS
EX1_132,Eye for an Eye,Classic,Spell,Common,Secret,1,Paladin,Neutral,1,,,True,,James Ryman,"<b>Secret:</b> When your hero takes damage, deal_that much damage to the enemy hero.",Justice sometimes takes the form of a closed fist into a soft cheek.,enUS
EX1_319,Flame Imp,Classic,Minion,Common,Battlecry,1,Warlock,Neutral,1,2,3,True,Demon,Alex Horley Orlandelli,<b>Battlecry:</b> Deal 3 damage to your hero.,Imps like being on fire.  They just do.,enUS
EX1_614t,Flame of Azzinoth,Classic,Minion,,None,0,Neutral,,1,1,2,,Elemental,,,,enUS
EX1_251,Forked Lightning,Classic,Spell,Common,Overload,1,Shaman,Neutral,1,,,True,,Ralph Horsley,Deal $2 damage to 2_random enemy minions. <b>Overload:</b> (2),"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",enUS
EX1_409t,Heavy Axe,Classic,Weapon,,None,0,Warrior,,1,,1,,,,,,enUS
EX1_538t,Hound,Classic,Minion,,Charge,1,Hunter,,1,1,1,,Beast,,<b>Charge</b>,,enUS
NEW1_017,Hungry Crab,Classic,Minion,Epic,Battlecry,1,Neutral,,1,2,1,True,Beast,Jaemin Kim,<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.,Murloc.  It's what's for dinner.,enUS
EX1_598,Imp,Classic,Minion,,None,0,Neutral,Neutral,1,1,1,,Demon,,,,enUS
CS1_129,Inner Fire,Classic,Spell,Common,None,0,Priest,Neutral,1,,,True,,Steve Prescott,Change a minion's Attack to be equal to its Health.,Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.,enUS
EX1_029,Leper Gnome,Classic,Minion,Common,Deathrattle,1,Neutral,Neutral,1,1,1,True,,Glenn Rane,<b>Deathrattle:</b> Deal 2 damage to the enemy_hero.,"He really just wants to be your friend, but the constant rejection is starting to really get to him.",enUS
EX1_238,Lightning Bolt,Classic,Spell,Common,Overload,1,Shaman,Neutral,1,,,True,,Daarken,Deal $3 damage. <b>Overload:</b> (1),Lightning Bolt! Lightning Bolt! Lightning Bolt!,enUS
EX1_001,Lightwarden,Classic,Minion,Rare,None,0,Neutral,,1,2,1,True,,Erik Ko,"Whenever a character is healed, gain +2 Attack.",Shes smaller than her sisters Mediumwarden and Heavywarden.,enUS
EX1_509,Murloc Tidecaller,Classic,Minion,Rare,None,0,Neutral,Neutral,1,2,1,True,Murloc,Jaemin Kim,"Whenever you summon a Murloc, gain +1 Attack.",This guy gets crazy strong at family reunions.,enUS
EX1_130,Noble Sacrifice,Classic,Spell,Common,Secret,1,Paladin,Neutral,1,,,True,,Zoltan & Gabor,"<b>Secret:</b> When an enemy attacks, summon a 2/1 Defender as the new target.","We will always remember you, ""Defender!""",enUS
EX1_182,Pilfer,Classic,Spell,Common,None,0,Rogue,,1,,,True,,L. Lullabi & K. Turovec,Add a random card to your hand <i>(from your opponent's class)</i>.,The class is always greener on the other side of the board.,enUS
EX1_136,Redemption,Classic,Spell,Common,Secret,1,Paladin,Neutral,1,,,True,,Ittoku,"<b>Secret:</b> When a friendly minion dies, return it to life with 1 Health.",I am not sure how you get demptioned the first time.  Its a mystery!,enUS
EX1_379,Repentance,Classic,Spell,Common,Secret,1,Paladin,Neutral,1,,,True,,Gonzalo Ordonez,"<b>Secret:</b> After your opponent plays a minion, reduce its Health to 1.",Repentance often comes in the moment before obliteration. Curious.,enUS
EX1_578,Savagery,Classic,Spell,Rare,AffectedBySpellPower,1,Druid,Neutral,1,,,True,,Dave Rapoza,Deal damage equal to your hero's Attack to a minion.,"It is true that some druids are savage, but others still enjoy a quiet moment and a spot of tea.",enUS
EX1_080,Secretkeeper,Classic,Minion,Rare,Secret,1,Neutral,Alliance,1,2,1,True,,Gonzalo Ordonez,"Whenever a <b>Secret</b> is played, gain +1/+1.",She promises not to tell anyone about that thing you did last night with that one person.,enUS
EX1_410,Shield Slam,Classic,Spell,Epic,AffectedBySpellPower,1,Warrior,Neutral,1,,,True,,Raymond Swanland,Deal 1 damage to a minion for each Armor you have.,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",enUS
EX1_405,Shieldbearer,Classic,Minion,Common,Taunt,1,Neutral,Neutral,1,4,0,True,,Carl Critchlow,<b>Taunt</b>,Have you seen the size of the shields in this game??  This is no easy job.,enUS
EX1_554t,Snake,Classic,Minion,,None,0,Hunter,Neutral,1,1,1,,Beast,,,,enUS
CS2_146,Southsea Deckhand,Classic,Minion,Common,Charge,1,Neutral,Alliance,1,1,2,True,Pirate,Dan Brereton,Has <b>Charge</b> while you have a weapon equipped.,"Pirates are into this new fad called ""Planking"".",enUS
tt_010a,Spellbender,Classic,Minion,Epic,None,0,Mage,,1,3,1,,,,,,enUS
CS2_152,Squire,Classic,Minion,,None,0,Neutral,Alliance,1,2,2,,,,,,enUS
EX1_tk28,Squirrel,Classic,Minion,,None,0,Neutral,Neutral,1,1,1,,Beast,,,,enUS
EX1_180,Tome of Intellect,Classic,Spell,Common,None,0,Mage,,1,,,True,,Derk Venneman,Add a random Mage spell to your hand.,Just a compilation of napkins of intellect.,enUS
EX1_409,Upgrade!,Classic,Spell,Rare,None,0,Warrior,Neutral,1,,,True,,Matt Cavotta,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",Easily worth 50 DKP.,enUS
NEW1_026t,Violet Apprentice,Classic,Minion,,None,0,Neutral,,1,1,1,,,,,,enUS
EX1_116t,Whelp,Classic,Minion,,None,0,Neutral,,1,1,1,,Dragon,,,,enUS
ds1_whelptoken,Whelp,Classic,Minion,,None,0,Neutral,Neutral,1,1,1,,Dragon,,,,enUS
EX1_010,Worgen Infiltrator,Classic,Minion,Common,Stealth,1,Neutral,Alliance,1,1,2,True,,Raymond Swanland,<b>Stealth</b>,"If you want to stop a worgen from infiltrating, just yell, ""No! Bad boy!""",enUS
EX1_317t,Worthless Imp,Classic,Minion,,None,0,Warlock,,1,1,1,,Demon,,<i>You are out of demons! At least there are always imps...</i>,,enUS
CS2_169,Young Dragonhawk,Classic,Minion,Common,Windfury,1,Neutral,Horde,1,1,1,True,Beast,Greg Hildebrandt,<b>Windfury</b>,They were the inspiration for the championship Taurenball team: The Dragonhawks.,enUS
EX1_004,Young Priestess,Classic,Minion,Rare,None,0,Neutral,,1,1,2,True,,Vance Kovacs,"At the end of your turn, give another random friendly minion +1 Health.",She can't wait to learn Power Word: Fortitude Rank 2.,enUS
EX1_393,Amani Berserker,Classic,Minion,Common,None,0,Neutral,Neutral,2,3,2,True,,Chippy,Has +3 Attack while damaged.,"If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon"".",enUS
CS2_038,Ancestral Spirit,Classic,Spell,Rare,Deathrattle,1,Shaman,Neutral,2,,,True,,Zoltan & Gabor,"Give a minion ""<b>Deathrattle:</b> Resummon this minion.""",It was just a flesh wound.,enUS
EX1_045,Ancient Watcher,Classic,Minion,Rare,None,0,Neutral,Alliance,2,5,4,True,,Richard Wright,Can't attack.,Why do its eyes seem to follow you as you walk by?,enUS
EX1_362,Argent Protector,Classic,Minion,Common,Divine Shield#Battlecry,2,Paladin,Neutral,2,2,2,True,,Doug Alexander,<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",enUS
EX1_402,Armorsmith,Classic,Minion,Rare,None,0,Warrior,Neutral,2,4,1,True,,Greg Hildebrandt,"Whenever a friendly minion_takes damage, gain 1 Armor.",She accepts guild funds for repairs!,enUS
EX1_392,Battle Rage,Classic,Spell,Common,None,0,Warrior,Neutral,2,,,True,,Alex Horley Orlandelli,Draw a card for each damaged friendly character.,"""You won't like me when I'm angry.""",enUS
EX1_126,Betrayal,Classic,Spell,Common,None,0,Rogue,Neutral,2,,,True,,Lucas Graciano,Force an enemy minion to deal its damage to the minions next to it.,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",enUS
EX1_012,Bloodmage Thalnos,Classic,Minion,Legendary,Deathrattle#Spell Damage,2,Neutral,Neutral,2,1,1,True,,Alex Horley Orlandelli,<b>Spell Damage +1</b>\n<b>Deathrattle:</b> Draw a card.,He's in charge of the Annual Scarlet Monastery Blood Drive!,enUS
NEW1_018,Bloodsail Raider,Classic,Minion,Common,Battlecry,1,Neutral,,2,3,2,True,Pirate,Jim Nelson,<b>Battlecry:</b> Gain Attack equal to the Attack\nof your weapon.,"""I only plunder on days that end in 'y'.""",enUS
CS2_073,Cold Blood,Classic,Spell,Common,Combo,1,Rogue,Neutral,2,,,True,,Alex Horley Orlandelli,Give a minion +2 Attack. <b>Combo:</b> +4 Attack instead.,"""I'm cold blooded, check it and see!""",enUS
NEW1_036,Commanding Shout,Classic,Spell,Rare,None,0,Warrior,,2,,,True,,Wayne Reynolds,Your minions can't be reduced below 1 Health this turn. Draw a card.,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",enUS
EX1_059,Crazed Alchemist,Classic,Minion,Rare,Battlecry,1,Neutral,Neutral,2,2,2,True,,Tom Fleming,<b>Battlecry:</b> Swap the Attack and Health of a minion.,"""You'll <i>love</i> my new recipe!"" he says... especially if you're not happy with your current number of limbs.",enUS
EX1_603,Cruel Taskmaster,Classic,Minion,Common,Battlecry,1,Warrior,Neutral,2,2,2,True,,Phroilan Gardner,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2_Attack.,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",enUS
EX1_131,Defias Ringleader,Classic,Minion,Common,Combo,1,Rogue,Neutral,2,2,2,True,,Dany Orizio,<b>Combo:</b> Summon a 2/1 Defias Bandit.,"He stole the deed to town years ago, so technically the town <i>is</i> his. He just calls people Scrub to be mean.",enUS
EX1_596,Demonfire,Classic,Spell,Common,None,0,Warlock,Neutral,2,,,True,,Ben Wootten,"Deal $2 damage to a minion. If its a friendly Demon, give it +2/+2 instead.",Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,enUS
EX1_162,Dire Wolf Alpha,Classic,Minion,Common,AdjacentBuff#Aura,2,Neutral,Neutral,2,2,2,True,Beast,John Dickenson,Adjacent minions have +1_Attack.,"We are pretty excited about the upcoming release of Dire Wolf Beta, just repost this sign for a chance at a key.",enUS
NEW1_021,Doomsayer,Classic,Minion,Epic,None,0,Neutral,,2,7,0,True,,Alex Horley Orlandelli,"At the start of your turn, destroy ALL minions.",He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,enUS
EX1_124,Eviscerate,Classic,Spell,Common,Combo,1,Rogue,Neutral,2,,,True,,Ariel Olivetti,Deal $2 damage. <b>Combo:</b> Deal $4 damage instead.,There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.,enUS
EX1_610,Explosive Trap,Classic,Spell,Common,Secret,1,Hunter,Neutral,2,,,True,,Brandon Kitkouski,"<b>Secret:</b> When your hero is attacked, deal $2 damage to all enemies.",It traps your food AND cooks it for you!,enUS
NEW1_023,Faerie Dragon,Classic,Minion,Common,None,0,Neutral,,2,2,3,True,Dragon,Samwise,Can't be targeted by spells or Hero Powers.,Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!,enUS
EX1_544,Flare,Classic,Spell,Rare,Stealth#Secret,2,Hunter,Neutral,2,,,True,,Tyler Walpole,All minions lose <b>Stealth</b>. Destroy all enemy <b>Secrets</b>. Draw a card.,"Not only does it reveal your enemies, but it's also great for parties!",enUS
EX1_611,Freezing Trap,Classic,Spell,Common,Secret,1,Hunter,Neutral,2,,,True,,Matt Gaser,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand. It costs (2) more.","""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",enUS
NEW1_040t,Gnoll,Classic,Minion,,Taunt,1,Neutral,,2,2,2,,,,<b>Taunt</b>,,enUS
EX1_534t,Hyena,Classic,Minion,,None,0,Hunter,,2,2,2,,Beast,Andrew Robinson,,,enUS
EX1_179,Icicle,Classic,Spell,Epic,Freeze,1,Mage,,2,,,True,,Arthur Gimaldinov,"Deal $2 damage to a minion. If it's <b>Frozen</b>, draw a card.","This may appear weak at frost glance, but it's actually a very ice spell.",enUS
EX1_tk33,INFERNO!,Classic,Hero Power,,None,0,Warlock,Neutral,2,,,,,,<b>Hero Power</b>\nSummon a 6/6 Infernal.,,enUS
NEW1_019,Knife Juggler,Classic,Minion,Rare,None,0,Neutral,,2,2,2,True,,Matt Cavotta,"[x]After you summon a\nminion, deal 1 damage\nto a random enemy.",Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,enUS
EX1_160b,Leader of the Pack,Classic,Spell,,None,0,Druid,Neutral,2,,,,,,Give your minions +1/+1.,,enUS
EX1_341,Lightwell,Classic,Minion,Rare,None,0,Priest,Neutral,2,5,0,True,,Blizzard Entertainment,"At the start of your turn, restore #3 Health to a damaged friendly character.","It isn't clear if people ignore the Lightwell, or if it is just invisible.",enUS
EX1_096,Loot Hoarder,Classic,Minion,Common,Deathrattle,1,Neutral,Neutral,2,1,2,True,,Jim Nelson,<b>Deathrattle:</b> Draw a card.,Always roll need.,enUS
EX1_100,Lorewalker Cho,Classic,Minion,Legendary,None,0,Neutral,Neutral,2,4,0,True,,Mark Zug,"Whenever a player casts a spell, put a copy into the other players hand.","Lorewalker Cho archives and shares tales from the land of Pandaria, but his favorite story is the one where Joey and Phoebe go on a road trip.",enUS
EX1_082,Mad Bomber,Classic,Minion,Common,Battlecry,1,Neutral,Alliance,2,2,3,True,,Mike Sass,<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.,"He's not really all that crazy, he is just not as careful with explosives as he should be.",enUS
EX1_055,Mana Addict,Classic,Minion,Rare,None,0,Neutral,Alliance,2,3,1,True,,Hideaki Takamura,"Whenever you cast a spell, gain +2 Attack this turn.","Shes trying to kick the habit, but still takes some mana whenever she has a stressful day.",enUS
EX1_616,Mana Wraith,Classic,Minion,Rare,Aura,1,Neutral,Neutral,2,2,2,True,,Luca Zontini,ALL minions cost (1) more.,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",enUS
NEW1_012,Mana Wyrm,Classic,Minion,Common,None,0,Mage,,2,3,1,True,,Blizzard Cinematics,"Whenever you cast a spell, gain +1 Attack.","These wyrms feed on arcane energies, and while they are generally considered a nuisance rather than a real threat, you really shouldn't leave them alone with a bucket of mana.",enUS
NEW1_037,Master Swordsmith,Classic,Minion,Rare,None,0,Neutral,,2,3,1,True,,E. M. Gist,"At the end of your turn, give another random friendly minion +1 Attack.","He's currently trying to craft a ""flail-axe"", but all the other swordsmiths say it can't be done.",enUS
NEW1_029,Millhouse Manastorm,Classic,Minion,Legendary,Battlecry,1,Neutral,,2,4,4,True,,Jim Nelson,<b>Battlecry:</b> Enemy spells cost (0) next turn.,"""I'm gonna light you up, sweetcheeks!""",enUS
EX1_625t2,Mind Shatter,Classic,Hero Power,,None,0,Priest,,2,,,,,,<b>Hero Power</b>\nDeal $3 damage.,,enUS
EX1_625t,Mind Spike,Classic,Hero Power,,None,0,Priest,,2,,,,,,<b>Hero Power</b>\nDeal $2 damage.,,enUS
EX1_533,Misdirection,Classic,Spell,Rare,Secret,1,Hunter,Neutral,2,,,True,,Daren Bader,"<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.",Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,enUS
EX1_557,Nat Pagle,Classic,Minion,Legendary,None,0,Neutral,Neutral,2,4,0,True,,Steve Prescott,"At the start of your turn, you have a 50% chance to draw an extra card.","Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).",enUS
EX1_154b,Nature's Wrath,Classic,Spell,,None,0,Druid,Neutral,2,,,,,,Deal $1 damage to a minion. Draw a card.,,enUS
EX1_160t,Panther,Classic,Minion,,None,0,Druid,,2,2,3,,Beast,,,,enUS
EX1_522,Patient Assassin,Classic,Minion,Epic,Stealth#Poisonous,2,Rogue,Neutral,2,1,1,True,,Ben Olson,<b>Stealth</b>\n <b>Poisonous</b>,Hes not really that patient. It just takes a while for someone to walk by that he can actually reach.,enUS
EX1_076,Pint-Sized Summoner,Classic,Minion,Rare,Aura,1,Neutral,Alliance,2,2,2,True,,Ron Spears,The first minion you play each turn costs (1) less.,She's quite jealous of the Gallon-Sized Summoner.,enUS
EX1_160,Power of the Wild,Classic,Spell,Common,None,0,Druid,Neutral,2,,,True,,Steve Tappin,<b>Choose One -</b> Give your minions +1/+1; or Summon a 3/2 Panther.,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",enUS
CS2_104,Rampage,Classic,Spell,Common,None,0,Warrior,Neutral,2,,,True,,Jonboy Meyers,Give a damaged minion +3/+3.,Minion get ANGRY.   Minion SMASH!,enUS
EX1_531,Scavenging Hyena,Classic,Minion,Common,None,0,Hunter,,2,2,2,True,Beast,Jim Nelson,"Whenever a friendly Beast dies, gain +2/+1.","Hyenas prefer the bones of kodos or windserpents, but they'll eat pretty much anything.  Even Brussels sprouts.",enUS
EX1_391,Slam,Classic,Spell,Common,None,0,Warrior,Neutral,2,,,True,,E. M. Gist,"Deal $2 damage to a minion. If it survives, draw a card.","""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",enUS
EX1_554,Snake Trap,Classic,Spell,Epic,Secret,1,Hunter,Neutral,2,,,True,,Bernie Kang,"<b>Secret:</b> When one of your minions is attacked, summon three 1/1 Snakes.",Why did it have to be snakes?,enUS
EX1_609,Snipe,Classic,Spell,Common,Secret,1,Hunter,Neutral,2,,,True,,Lorenzo Minaca,"<b>Secret:</b> After your opponent plays a minion, deal $4 damage to it.",A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,enUS
EX1_154a,Solar Wrath,Classic,Spell,,None,0,Druid,Neutral,2,,,,,,Deal $3 damage to a minion.,,enUS
EX1_608,Sorcerer's Apprentice,Classic,Minion,Common,Aura,1,Mage,Neutral,2,2,3,True,,Alex Horley Orlandelli,Your spells cost (1) less.,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",enUS
EX1_tk11,Spirit Wolf,Classic,Minion,,Taunt,1,Shaman,Neutral,2,3,2,,,,<b>Taunt</b>,,enUS
EX1_247,Stormforged Axe,Classic,Weapon,Common,Overload,1,Shaman,Neutral,2,,2,True,,Nate Bowden,<b>Overload:</b> (1),"Yo, that's a nice axe.",enUS
EX1_160a,Summon a Panther,Classic,Spell,,None,0,Druid,Neutral,2,,,,,,Summon a 3/2 Panther.,,enUS
EX1_058,Sunfury Protector,Classic,Minion,Rare,Taunt#Battlecry,2,Neutral,Alliance,2,3,2,True,,James Ryman,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,"She carries a shield, but only so she can give it to someone she can stand behind.",enUS
EX1_158t,Treant,Classic,Minion,,None,0,Druid,Neutral,2,2,2,,,,,,enUS
EX1_573t,Treant,Classic,Minion,,Taunt,1,Druid,,2,2,2,,,,<b>Taunt</b>,,enUS
EX1_tk9,Treant,Classic,Minion,,None,0,Druid,Neutral,2,2,2,,,,,,enUS
NEW1_020,Wild Pyromancer,Classic,Minion,Rare,None,0,Neutral,,2,2,3,True,,Alex Horley Orlandelli,"After you cast a spell, deal 1 damage to ALL minions.",BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!,enUS
EX1_154,Wrath,Classic,Spell,Common,None,0,Druid,Neutral,2,,,True,,Raymond Swanland,<b>Choose One -</b>\nDeal $3 damage to a minion; or $1 damage\nand draw a card.,The talk around the Ratchet Inn is that this card is too good and should be a Legendary.,enUS
EX1_049,Youthful Brewmaster,Classic,Minion,Common,Battlecry,1,Neutral,Alliance,2,2,3,True,,Wei Wang,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,His youthful enthusiasm doesnt always equal excellence in his brews.   Dont drink the Mogu Stout!,enUS
DREAM_02,Ysera Awakens,Classic,Spell,,None,0,Dream,,2,,,,,,Deal $5 damage to all characters except Ysera.,,enUS
EX1_007,Acolyte of Pain,Classic,Minion,Common,None,0,Neutral,,3,3,1,True,,Dave Kendall,"Whenever this minion takes damage, draw a_card.","He trained when he was younger to be an acolyte of joy, but things didnt work out like he thought they would.",enUS
EX1_006,Alarm-o-Bot,Classic,Minion,Rare,None,0,Neutral,,3,3,0,True,Mech,Sean ODaniels,"[x]At the start of your turn,\nswap this minion with a\n   random one in your hand.",WARNING.  WARNING.  WARNING.,enUS
EX1_382,Aldor Peacekeeper,Classic,Minion,Rare,Battlecry,1,Paladin,Neutral,3,3,3,True,,Dany Orizio,<b>Battlecry:</b> Change an_enemy minion's Attack to 1.,The Aldor hate two things: the Scryers and smooth jazz.,enUS
EX1_089,Arcane Golem,Classic,Minion,Rare,Battlecry,1,Neutral,Neutral,3,4,4,True,,Sedhayu Ardian,<b>Battlecry:</b> Give your opponent a Mana Crystal.,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",enUS
EX1_323w,Blood Fury,Classic,Weapon,,None,0,Warlock,,3,,3,,,,,,enUS
EX1_590,Blood Knight,Classic,Minion,Epic,Divine Shield#Battlecry,2,Neutral,Neutral,3,3,3,True,,Trent Kaniuga,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",enUS
EX1_103,Coldlight Seer,Classic,Minion,Rare,Battlecry,1,Neutral,Neutral,3,3,2,True,Murloc,Arthur Gimaldinov,<b>Battlecry:</b> Give your other Murlocs +2 Health.,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",enUS
EX1_287,Counterspell,Classic,Spell,Rare,Secret,1,Mage,Neutral,3,,,True,,Jason Chan,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,enUS
EX1_617,Deadly Shot,Classic,Spell,Common,None,0,Hunter,Neutral,3,,,True,,Steve Prescott,Destroy a random enemy minion.,"Accuracy is not a highly valued trait among the mok'nathal.  Deadliness is near the top, though.",enUS
EX1_102,Demolisher,Classic,Minion,Rare,None,0,Neutral,Neutral,3,4,1,True,Mech,Raymond Swanland,"At the start of your turn, deal 2 damage to a random enemy.","Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",enUS
